f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106
0.584237270809325,0.2523114505242914,0.35935085303658965,0.9370047772637867,0.21458883897327197,0.4950728138288343,0.8538473704705599,0.8550119347128224,0.7917058309476958,0.4367847442086198,0.9913139632590119,0.966932647891463,0.9528567338933205,0.0327420148099371,0.640750544968505,0.06106930184000581,0.7112465655601581,0.38850480469467985,0.313475351344226,0.9182249281014586,0.2096990679827062,0.6505208875384801,0.7012621615143944,0.243865704758625,0.6897560750624228,0.9703465375391592,0.7204972399095679,0.6312784046907709,0.19282292002868218,0.6759887830270236,0.5256355899319414,0.9153255295622129,0.13128803744937578,0.6113043253658862,0.7718678064428386,0.4532408685564925,0.6455631755241236,0.7368304946860889,0.5276389965170354,0.18141376187652725,0.046573068762094105,0.8944298973055894,0.10488941255580775,0.5466170722104454,0.09521316106227473,0.17240627209984438,0.9129942366524133,0.8626037361659794,0.8441062114658653,0.5123425529661264,0.5730651416256756,0.40473084099294554,0.7946407838124175,0.5953305491989946,0.7998107667366715,0.016434230350355294,0.6478868886264763,0.3884751389402954,0.4312589790050173,0.5802938089165511,0.5505588757121553,0.768729989986053,0.3841017034033435,0.14741141742165875,0.7905094976116924,0.07441884964541357,0.907221918984969,0.4392576583628157,0.08485933315535654,0.8806939748323912,0.888289155713019,0.32147337141972077,0.6656147520082668,0.5175493844144814,0.7409742009213977,0.5072262659836181,0.29487595636202624,0.7052747230965087,0.9582759583042146,0.31979321691882856,0.7983158497751818,0.6772816467359523,0.49189337802240785,0.39093891525692337,0.5477281857455184,0.9944336615853672,0.18057065204788358,0.936996535194504,0.8062696239926139,0.8382791231615184,0.5845704578438007,0.4259812460657163,0.6882569878857038,0.7191219080625239,0.4720693597368303,0.0861956937325542,0.1590332398848332,0.4086540232433299,0.7935064545120255,0.7990081024981558,0.3230457368708569,0.8453901605815374,0.026353920745194048,0.6410395815600414,0.7572110109235568,0.42205059132444056,0.8162413389147718
0.4691167438545082,0.9268825381949856,0.1152131775991675,0.6415441196939266,0.3741858887355817,0.8764186913664267,0.6671753112003952,0.9365132901204145,0.9728204467225507,0.6413540805502366,0.6360519424364741,0.5283790373023728,0.9892384081700829,0.06076338529415615,0.6489515366799242,0.4501465964989031,0.026890100103179604,0.6182737678098404,0.2607197387582292,0.29610689283847147,0.6460775028148034,0.9674769866130348,0.2606255309472416,0.2803451405373498,0.5026603802708536,0.8584863221014469,0.1568302916048423,0.8805922537010544,0.44541021408940595,0.7561237638842875,0.17040825743391352,0.2603619788110192,0.5968018906161794,0.5038232891786346,0.08992437531752007,0.0417226315445689,0.1333483568510302,0.5482672016005401,0.04256538082416639,0.048756593060118036,0.9630496145732746,0.044716715886229275,0.656813034688601,0.4138454415680941,0.07723582578308752,0.5605054829121661,0.5026758921114151,0.6635108038321578,0.09691141353818589,0.278712035031379,0.5546669970438787,0.04385645146223882,0.5227050770858221,0.6893868936368561,0.11307805317617825,0.5182345406957167,0.6632752689125984,0.7947394894554975,0.5403390554797562,0.6251604408085494,0.7291036640511056,0.007256496420223746,0.8424386892522135,0.06354700841572702,0.737125337600606,0.517578648279888,0.410275135201293,0.5931699877103579,0.46696920245492646,0.6238948369812464,0.8823676868604302,0.08800768739527065,0.5463328272989402,0.042510455499842004,0.20374933425087327,0.0008529426041178345,0.7547959518113103,0.9411343512990363,0.47365721894849955,0.2220874098166724,0.7987678077903005,0.13759369192318527,0.5600007612915201,0.980807015084924,0.7232141143060957,0.2797671717576675,0.3441454393013661,0.030823425667086957,0.1344695807534464,0.2978034294689611,0.9520531871786119,0.9265658243986393,0.4767411193669797,0.03657049982846983,0.6616306276362625,0.7116793357284121,0.5837955160254823,0.021563589439221764,0.5629788343957752,0.39996990048634873,0.38793724918114403,0.15965687987207156,0.34125492433770865,0.8390038796061033,0.3382245067248494,0.3674400198355987,0.6577454528538266
0.31646425951303236,0.6532886190154581,0.16478513138732864,0.03350404529039541,0.3877816326728074,0.8899885241161263,0.20563150344253245,0.4702289697520614,0.5698244462142753,0.03941873392688322,0.20579295827467503,0.6244155099111086,0.825773021666818,0.5116056690451847,0.29825355694092803,0.6208636066852656,0.8791676116013676,0.562601175410581,0.4325258074440034,0.7513681857076903,0.07033946871041374,0.42021721787362676,0.6533818043857864,0.8287911372376293,0.6459003065282424,0.29569902554602223,0.10529460149579917,0.6450881824157073,0.045894030523987106,0.04824572685265249,0.3926316703593251,0.3095898523545316,0.7845219524935197,0.9903211553111648,0.42252635765001045,0.8070110678415054,0.27554260400958275,0.5459463019735517,0.8239885794450688,0.4647981410775798,0.8423977390175934,0.9352677864732741,0.41323682067216705,0.13477017963667048,0.929549832697543,0.5980959535794613,0.6518875142918188,0.6240499406083659,0.4182101333368917,0.6671862819096477,0.8718011599090104,0.20046586606829642,0.09341294547224532,0.4278841633643644,0.5845643259621469,0.42215641033512763,0.2612362344217555,0.2246731233768713,0.8551282222155012,0.28019406050480367,0.4494120930102483,0.7552234647465429,0.7459116066364795,0.2761267616875551,0.44819073854658664,0.16661455787053447,0.4584946746977474,0.3941593814173341,0.8279933739617745,0.9433871695635596,0.02371108091799723,0.11150812197252502,0.5413153468511384,0.24952487565736603,0.32895221863867374,0.4264781795995344,0.7737799536745377,0.2353099347237423,0.34305083331854747,0.8826786388511578,0.9134467806277163,0.005239468311230344,0.6888605563199324,0.6249099562817633,0.005724300601773535,0.1194035717291434,0.8218159566916502,0.11383404256327923,0.9654984052025696,0.4305824752095908,0.017594150412280518,0.2868065769921657,0.696566644525788,0.7030248698863523,0.544563503984572,0.33874818152185515,0.17031711084549317,0.9851723099547708,0.6687285468118997,0.6621306711161269,0.7492095545372494,0.8119032684814836,0.4434601967434332,0.7977010179154658,0.27283786076171146,0.573642616251702,0.6004157643538669
0.7395569643279506,0.8823807576615044,0.5598242128126383,0.8562191042337459,0.25050668334301884,0.24696429806165,0.7255239489645493,0.9378565570578823,0.3919290496984432,0.5551704337829757,0.4841711495781149,0.8255938281106353,0.07526425090616218,0.4792735042776607,0.8598731439912978,0.3274852965995074,0.5164948686821024,0.2407668227416222,0.5876424367841003,0.3121949990087971,0.9318539484899385,0.4803588088623816,0.35663037925809427,0.2256486606878605,0.9182257486928713,0.653511467558075,0.8368819382132686,0.23283839928588934,0.598997067170176,0.9653906836060653,0.5695619037323357,0.6287376945667407,0.18338685574264413,0.8297479875143323,0.7720163684376825,0.7022064141471418,0.40119441618308305,0.7567652334415021,0.9439919871107363,0.10487020378460299,0.4137610544755762,0.7917275096134616,0.9570941263854205,0.7001089808044821,0.1646772431760004,0.9964640198114444,0.1748836812667185,0.21785077088574623,0.9808594249108484,0.7606389178729259,0.9293915734334028,0.032433688768455426,0.7769796891483053,0.7726060903070004,0.8028624429428352,0.6338022604753097,0.9254885824352987,0.6756355894484707,0.4156408983218731,0.24580777533074583,0.946201761160537,0.04694188181913572,0.9030868753769294,0.27368685766363743,0.2728148213687953,0.05714022947518349,0.38725955828049374,0.8268489547986702,0.1886140771202387,0.7318712945364821,0.9022311912277335,0.7309517238836521,0.9726791189566951,0.8332817022306189,0.13013325923554508,0.19710996716300788,0.5922680471102526,0.6889345693565989,0.20408409107821035,0.7217942200065225,0.4673700259451845,0.8641585755727748,0.7290910134078694,0.9016559219754897,0.6774383295025298,0.28062219738416405,0.9206012021318338,0.002086966061516149,0.23629703611233033,0.9356264698420897,0.8166598197431512,0.31633675022612817,0.42654904142122907,0.3720259806813644,0.9892877160127241,0.48724344953887666,0.4371986990639636,0.08397218891391567,0.5572217232478673,0.7007875967147289,0.38401262230670896,0.20991714896156466,0.9004807628003921,0.18153246062779682,0.9999299776428979,0.5899980896659914,0.015607719720490909
0.6318347647605813,0.6043745715431491,0.37953919612587517,0.1847047787085596,0.3758393503550913,0.7672972082327428,0.13748339072530702,0.0125052661131283,0.9000384763718867,0.9234567575720425,0.19643778875334406,0.9878484177167175,0.13227786135141517,0.7337058944905677,0.28152217330031915,0.5281870623862519,0.43079464597746486,0.8271482315870743,0.3737016037756792,0.2555842065133358,0.16937319718676414,0.9636996294397157,0.1159043827736751,0.12205365567574944,0.1505783691865854,0.16029842733807542,0.20036868809151098,0.5907849046446247,0.2848410491580178,0.4913661338652391,0.635873601594291,0.844537713891435,0.7580008091326204,0.8224164753721181,0.26339437875710825,0.49768923825519185,0.45257687223413023,0.9879186113245189,0.8314559307761309,0.8963107510877265,0.0349422488790293,0.8589265646856524,0.25690629294108314,0.0531859477659512,0.3475215628667948,0.7387199769182422,0.9462592026034998,0.6483627730555666,0.15096345661417732,0.8621330993751615,0.8971303745892609,0.6365596513128425,0.18406788488278125,0.8986544380430541,0.7321432410102192,0.7619808356759802,0.9952172296245541,0.9966616881927698,0.8892862326634388,0.6165924728663791,0.772755655732866,0.09513648842311662,0.6846843178585162,0.975608433350756,0.07789422083241049,0.8797585861399746,0.7747386643100539,0.5162032315169442,0.17602611271799096,0.873954766933347,0.9812378539186934,0.5382861478967298,0.021425707260784188,0.6131793255414041,0.4528777619342472,0.5427884832541975,0.5269270047752461,0.31952593673501917,0.15861566592223508,0.7008471987695671,0.581719366075031,0.8107755586194365,0.14168296854497753,0.5234529541431636,0.5741455552079258,0.8304093097458664,0.17898839063028693,0.10703748165011273,0.7275719406923468,0.34671030759783317,0.3489745287882018,0.44989828896396045,0.37094295562090573,0.8239938743614282,0.36919764585877,0.12032900454380113,0.8713894219408621,0.7264654097626533,0.7538269840862218,0.16127055877539287,0.031192659418027846,0.9867601167297603,0.5867033639229655,0.2893504311909292,0.14934589047669533,0.5307445924239105,0.47766505034234585
0.6996992919576895,0.8259700833970126,0.04997961678830143,0.7977875906283264,0.4408957985794306,0.5251332027316983,0.6479326580888981,0.4253306480557614,0.9277867992687989,0.11155713468189132,0.06493811765280932,0.0819986845553613,0.6464043920588967,0.6242079097404785,0.8897419229719634,0.5751200559314152,0.2182773616483562,0.2165663360663529,0.1613432340683254,0.7318151815110617,0.15201479319165867,0.7863685738516363,0.16299317986541784,0.4524111989444529,0.9736721068100581,0.967294580054923,0.9695464214568278,0.7911061393061668,0.9410183553278268,0.17747001444658583,0.1878382919614281,0.6208981330376411,0.33441058427321846,0.14980358606493016,0.3912856216556623,0.06459531206031732,0.5991736664191792,0.32966097134281835,0.008649936299411909,0.5070467271212331,0.08536492107960403,0.4073050374899948,0.5510180095434466,0.27791004010363574,0.10472691415299251,0.6425518172035976,0.32823365468459287,0.9854538555889814,0.550681872711333,0.6060529969335607,0.2070051601650903,0.10007101108823624,0.8110143409769053,0.9626700892577353,0.6482978303030018,0.4175571035963599,0.7336621059778102,0.2785714161410944,0.08498470215907128,0.9690016174838502,0.7243300402711519,0.669139426087574,0.5335078620639213,0.06832370565692136,0.6309886810330723,0.8941552218761607,0.5835809477476217,0.8185067158246324,0.44052321384271054,0.08300929940512836,0.4372361468303517,0.3724850536794082,0.0779643857870379,0.9970091505075641,0.7004974671325286,0.26959914806286456,0.8719489024803848,0.2650561532068887,0.5567549094023814,0.7017931829534338,0.04801242456836108,0.46340198628577633,0.841034125729498,0.6798458998108367,0.6031823427277914,0.07444499657361858,0.384505500035329,0.10279708626314443,0.6622142558783106,0.3426569858289802,0.7188569160808486,0.5069810402665685,0.7701772810286226,0.2541704153190144,0.6015599379024287,0.021302629735168832,0.8339024025638215,0.1634275243660721,0.4817197650711238,0.6640041523690828,0.8884491861686067,0.4779939216014598,0.7163490416972879,0.5328680911921475,0.21636123658056416,0.34590667122247765,0.22686678563167084
0.2672484034056568,0.6583159381145182,0.8113076548119431,0.472145243334673,0.011383390938172755,0.43832967668103673,0.8168252958610968,0.6135426543381831,0.0282254842955032,0.8948163605630667,0.9647833351168349,0.8591472618155598,0.9391066874279922,0.5970026504240469,0.8336181784149398,0.8718802384574499,0.9379967934687834,0.5908901655858761,0.10358114768852655,0.32554304249068966,0.23518385224760452,0.9375134873837023,0.35979952659564063,0.11307354506774947,0.2791290407100484,0.6263568598690173,0.7732746990580832,0.6623271221611422,0.2315766315989296,0.37543650953586516,0.6773280459754482,0.4707744022442253,0.14634533239105285,0.1785146435159205,0.9026777004076814,0.4785406996527356,0.3980021051433392,0.9355813841317924,0.6530253286789629,0.9703836087342782,0.38216966562820087,0.2907039942755125,0.9371273417393603,0.8216717293527613,0.6977303174572138,0.5816225288632403,0.5661349740315885,0.3143840496392616,0.368550941451685,0.2717900866824533,0.10632737918697599,0.8257661413337073,0.6846009033365305,0.536139227743623,0.8896300700518218,0.21812076970854577,0.958162212271601,0.004441870370648582,0.6298665804559628,0.30354012431731703,0.5257897635003019,0.8583318178881347,0.9432120962486882,0.55145902085706,0.9438703750064685,0.3293024469654139,0.427463704540999,0.8238924624640294,0.6924843994950349,0.2912565999175476,0.7222858376765792,0.4394603421668716,0.7806823437109687,0.48130525415482217,0.6598498835601632,0.8460701790810825,0.9413383019385201,0.23275998710268508,0.060841171753294954,0.9510997392806533,0.14361175997765274,0.900080264555909,0.17136178710394667,0.10781626909619613,0.5608179668772961,0.9111348251295984,0.9982747763151159,0.7856046443828484,0.10810163282349594,0.5324586277281296,0.26514098822755006,0.09373115583893643,0.1042511201591505,0.9393488589533315,0.9440875485559383,0.9613789096624127,0.12416918870966032,0.3985094072524702,0.610174839762599,0.5940458960061886,0.8625571154178359,0.4180418434868962,0.5137675026089662,0.5478546362807752,0.2808885028336531,0.6020072302021103,0.09594420866022424
0.3987399193988955,0.697354221984255,0.9932862637201082,0.8686357936216322,0.0337004575548524,0.021347663058373434,0.3339169309028295,0.8348818395593649,0.764655059896524,0.8294016919471878,0.14932042697544312,0.026964223644472485,0.513975462222573,0.17684610299057213,0.900240453343017,0.3618533293222872,0.29091238670883,0.6895657355596384,0.5811112733052155,0.6666311933592156,0.8270421909465311,0.9257008615594382,0.9633378364763951,0.5398639188995945,0.12003304941658188,0.12675570317010965,0.9093225688153851,0.5880527849239112,0.8385429164352507,0.3345878979445269,0.26648847739381565,0.8201644673973058,0.5152888635924439,0.8446644807539713,0.5777629555803877,0.22350351397661794,0.005813286897380365,0.2050856625478017,0.40434916565726164,0.38297995835041565,0.43247875468026964,0.04365926984138946,0.37984189863997,0.5553606700008569,0.12011251337502793,0.9237521822093139,0.8120717889522595,0.8502978385614927,0.42221348735245867,0.9696997922849578,0.5729252239928743,0.013717834276342322,0.9812304316879792,0.529580896316186,0.4830264468297524,0.802538868814229,0.1865227167100021,0.4766188169460742,0.6407700789869194,0.9882966917813408,0.26379352605790685,0.744895007318895,0.17213314359970344,0.4060982696312945,0.030526082775280128,0.8708091096646721,0.7797582828633064,0.8589051700822935,0.47918855929269644,0.5366322472003643,0.5774446589196648,0.49774428616181154,0.028724833274298534,0.46584950004043757,0.11331486321177686,0.3880113292508759,0.29330503184521384,0.8921329846279974,0.7154473898254647,0.813150039391119,0.20149738084110758,0.4457934526050825,0.09830523460322504,0.8086591592586992,0.558397917314528,0.7336063846442629,0.18908526907299317,0.4634991717166751,0.16844621469042775,0.22621547953412457,0.4739629426381864,0.2189013410230639,0.9800808086424445,0.3699586244020927,0.3777047764883872,0.3894213521129978,0.41909951986942307,0.10316503584302339,0.009692852095519178,0.5457599221182228,0.631353990916195,0.023845796431325117,0.6419127665374325,0.5224058728207044,0.5935059676271794,0.6406734892772222,0.404011644084592
0.4624263425666859,0.7222301036434449,0.49887227085184305,0.5328460257462803,0.9295412847954969,0.2630906726174074,0.35898871616532546,0.2706514738356429,0.6632191067268223,0.5179060092927501,0.3360256756323541,0.7089892960460904,0.12335018861606395,0.28350741324202733,0.498366679735764,0.17240233252317871,0.2874652587735802,0.34197908680801914,0.16036026627321698,0.47223268686262787,0.9336605163506122,0.7857914720579264,0.615522230225876,0.6911313783828532,0.6852611788428881,0.7055273150272733,0.7633870865626837,0.6439562137071564,0.6275050604374954,0.5435048286957942,0.5140037517815652,0.8338376477899763,0.2769574499734748,0.26478452663357777,0.5454763622293609,0.6086601112306211,0.5224551961658299,0.043133621088866314,0.36612066034731805,0.6182021847208735,0.638049301569698,0.22342128707708597,0.6675825212832853,0.9963728867923259,0.6162841413019475,0.769651480833643,0.3982615074722585,0.9434981960963573,0.8050940392371224,0.23276108734550216,0.8205369212815621,0.4391248684457054,0.5775069244009511,0.3367612887990805,0.4764582902435709,0.09205170020886244,0.22884873578354792,0.17684578062565803,0.7929710669510225,0.01922781329868617,0.5476204750612014,0.21627405648896603,0.3207946896138638,0.9899733395041755,0.6509115583507803,0.6350534227266506,0.3497287427279767,0.22806230502668867,0.228269224003683,0.5785246798945757,0.6450046754894667,0.463291909841851,0.6649837722088561,0.7250095747782336,0.3687745576818283,0.9923621195950167,0.6006804685417498,0.22433783080480274,0.960698889845762,0.28393851593744013,0.2644828499164611,0.9273981172958357,0.7246488690855462,0.850080241501134,0.9600757221254363,0.8318538792634552,0.7991330197617743,0.004253078078329198,0.18992396348455143,0.9276644818434021,0.6121128789854013,0.2525221890440472,0.7912407939433177,0.8550504312987999,0.8077590625637096,0.9367328724506718,0.4712754491723836,0.9881852414034189,0.9071056874602396,0.44025069941693395,0.3188627392395319,0.3533083512119888,0.9412041527067836,0.36357260585638995,0.8890781730984043,0.9514693467612955,0.316844725370966
0.04524377086980991,0.6147174773756935,0.5924684348977294,0.9861224608419302,0.9332339634240165,0.25778837798604093,0.23206454061427928,0.35903383103842856,0.41311615990897843,0.3721952064063685,0.4676433419864926,0.8459793578859097,0.8695614277637503,0.7392495438542183,0.832204389175389,0.4437994016217425,0.14187584795102648,0.6450975058411483,0.7451475164601766,0.3228956100714431,0.9549018988040147,0.9651322093540552,0.6264194467254353,0.5123008112978181,0.27515243670926426,0.637228600966847,0.6988317990084121,0.3283018133266913,0.24538769621472212,0.06578540996392945,0.43856990866866585,0.36151319072394106,0.7438070481875128,0.47483301707837755,0.835515601416449,0.34162519932329183,0.5111157152875413,0.876250881063503,0.10917304433945796,0.40146097405404946,0.7380253273878687,0.182808518816991,0.989618793624426,0.3292922139257195,0.09436391918507403,0.9474850562762739,0.8823663133927816,0.9234823121718537,0.5345714022592605,0.7042474493830172,0.27290403014827,0.06589519771196417,0.7448451762699964,0.674939421298532,0.6187110204579722,0.6285547640424168,0.8346729850614146,0.05306034417238514,0.2058475326930138,0.038062111135191756,0.13834876576204047,0.8197806528203357,0.9625530810276642,0.5159469518000954,0.03575415067802046,0.4235021816054937,0.0415893519311713,0.7244224721968485,0.7769896438908104,0.16516232994866265,0.7189941668135788,0.403019171774217,0.9408926729923159,0.25326912589681416,0.17819379943656843,0.23449062911319207,0.23470241020928662,0.3393836742806272,0.26304858946910636,0.2626004106102794,0.5654920855985779,0.3567603717637935,0.3036054541614299,0.21362243980260442,0.47605692730352156,0.6702422043461506,0.8568315223619739,0.6259343916383215,0.04966388744136485,0.7444985095878214,0.44946869098348663,0.8953310110628996,0.40637565613370596,0.1364880481784554,0.48523493450398447,0.731485041624818,0.20460984548113514,0.0877670296977654,0.9085473841505272,0.28877746277069294,0.69174843021615,0.05425389910187495,0.9898124341513446,0.7415559637507891,0.06036392651627842,0.3256648028949559,0.36521368389890596
